Class;Order;Family;Species;Species;;;Female;;;Male;;;Undetermined;;
;;;;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n
Aves;Passeriformes;Tyrannidae;Mionectes oleagineus;10;1;748;10;1;67;10;1;71;10;1;610
Aves;Passeriformes;Tyrannidae;Leptopogon amaurocephalus;12;1;181;10;1;19;11;1;45;12;1;117
Aves;Passeriformes;Tyrannidae;Leptopogon superciliaris;13;1;55;12;1;7;13;1;7;13;1;41
Aves;Passeriformes;Tyrannidae;Leptopogon rufipectus;13;1;29;12;1;8;14;1;14;12;1;7
Aves;Passeriformes;Tyrannidae;Cnipodectes subbrunneus;25;4;12;20;2;5;29;2;5;27;1;2
Aves;Passeriformes;Tyrannidae;Rhynchocyclus olivaceus;22;1;47;21;1;4;23;2;6;22;1;37
Aves;Passeriformes;Tyrannidae;Rhynchocyclus brevirostris;24;1;2;;;;25;0;1;23;0;1
Aves;Passeriformes;Tyrannidae;Rhynchocyclus pacificus;25;1;22;26;0;5;;;;25;1;17
Aves;Passeriformes;Tyrannidae;Rhynchocyclus fulvipectus;23;1;6;24;0;1;24;1;3;23;0;2
Aves;Passeriformes;Tyrannidae;Tolmomyias sulphurescens;16;1;49;16;1;11;16;1;5;16;1;33
Aves;Passeriformes;Tyrannidae;Tolmomyias traylori;14;0;1;;;;14;0;1;;;
Aves;Passeriformes;Tyrannidae;Tolmomyias assimilis;14;1;3;;;;;;;14;1;3
Aves;Passeriformes;Tyrannidae;Tolmomyias poliocephalus;11;0;3;;;;11;1;2;11;0;1
Aves;Passeriformes;Tyrannidae;Tolmomyias flaviventris;12;1;20;12;1;9;12;1;6;12;0;5
Aves;Passeriformes;Tyrannidae;Myiornis atricapillus;5;0;1;5;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Oncostoma olivaceum;7;1;28;6;1;3;7;0;6;7;0;19
Aves;Passeriformes;Tyrannidae;Lophotriccus pileatus;8;1;10;7;0;1;8;1;5;8;1;4
Aves;Passeriformes;Tyrannidae;Lophotriccus vitiosus;6;0;1;6;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Lophotriccus galeatus;6;0;8;;;;6;0;6;6;0;2
Aves;Passeriformes;Tyrannidae;Atalotriccus pilaris;6;1;20;5;1;6;6;0;7;6;0;7
Aves;Passeriformes;Tyrannidae;Hemitriccus striaticollis;9;1;3;10;0;1;9;1;2;;;
Aves;Passeriformes;Tyrannidae;Hemitriccus margaritaceiventer;8;0;7;8;0;2;9;0;1;8;0;4
Aves;Passeriformes;Tyrannidae;Hemitriccus granadensis;7;1;30;7;1;11;7;0;7;8;1;12
Aves;Passeriformes;Tyrannidae;Poecilotriccus ruficeps;6;1;33;7;1;9;6;1;16;6;0;8
Aves;Passeriformes;Tyrannidae;Poecilotriccus latirostris;7;1;4;;;;6;1;2;7;0;2
Aves;Passeriformes;Tyrannidae;Poecilotriccus sylvia;8;1;24;8;1;6;8;1;7;8;1;11
Aves;Passeriformes;Tyrannidae;Todirostrum maculatum;6;0;1;;;;6;0;1;;;
Aves;Passeriformes;Tyrannidae;Todirostrum cinereum;7;1;33;7;1;5;7;0;6;7;1;22
Aves;Passeriformes;Tyrannidae;Todirostrum nigriceps;6;0;5;6;0;1;6;0;4;;;
Aves;Passeriformes;Tyrannidae;Myiotriccus ornatus;10;1;59;9;0;1;10;1;10;10;1;48
Aves;Passeriformes;Tyrannidae;Nephelomyias pulcher;9;1;22;10;1;2;9;0;2;9;1;18
Aves;Passeriformes;Tyrannidae;Hirundinea ferruginea;30;0;1;;;;30;0;1;;;
Aves;Passeriformes;Tyrannidae;Pyrrhomyias cinnamomeus;10;1;33;10;2;10;10;1;13;10;1;10
Aves;Passeriformes;Tyrannidae;Zimmerius vilissimus;11;1;3;10;0;2;12;0;1;;;
Aves;Passeriformes;Tyrannidae;Zimmerius improbus;11;1;34;11;0;1;11;0;1;11;1;32
Aves;Passeriformes;Tyrannidae;Zimmerius albigularis;6;0;1;6;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Zimmerius gracilipes;9;2;2;10;0;1;7;0;1;;;
Aves;Passeriformes;Tyrannidae;Zimmerius chrysops;9;2;140;9;1;10;10;1;10;9;2;120
Aves;Passeriformes;Tyrannidae;Inezia tenuirostris;9;1;2;;;;;;;9;1;2
Aves;Passeriformes;Tyrannidae;Inezia subflava;7;0;1;;;;7;0;1;;;
Aves;Passeriformes;Tyrannidae;Inezia caudata;7;1;17;7;1;2;8;0;3;7;0;12
Aves;Passeriformes;Tyrannidae;Euscarthmus meloryphus;7;0;1;;;;;;;7;0;1
Aves;Passeriformes;Tyrannidae;Ornithion brunneicapillus;7;1;6;6;0;1;;;;7;0;5
Aves;Passeriformes;Tyrannidae;Camptostoma obsoletum;8;2;31;8;3;9;8;1;10;9;2;12
Aves;Passeriformes;Tyrannidae;Elaenia flavogaster;23;2;76;23;2;10;23;1;14;23;2;52
Aves;Passeriformes;Tyrannidae;Elaenia albiceps;15;0;3;;;;15;0;2;15;0;1
Aves;Passeriformes;Tyrannidae;Elaenia parvirostris;16;3;13;15;2;5;15;3;4;19;4;4
Aves;Passeriformes;Tyrannidae;Elaenia strepera;18;0;2;;;;18;0;2;;;
Aves;Passeriformes;Tyrannidae;Elaenia cristata;19;3;5;22;0;1;20;4;2;17;0;2
Aves;Passeriformes;Tyrannidae;Elaenia chiriquensis;16;1;21;16;0;3;16;1;5;16;1;13
Aves;Passeriformes;Tyrannidae;Elaenia ruficeps;16;2;8;15;1;3;17;0;3;14;1;2
Aves;Passeriformes;Tyrannidae;Elaenia frantzii;15;1;66;15;1;5;15;1;12;15;1;49
Aves;Passeriformes;Tyrannidae;Elaenia pallatangae;16;1;13;16;0;1;16;1;2;16;1;10
Aves;Passeriformes;Tyrannidae;Tyrannulus elatus;7;0;7;;;;7;1;3;8;0;4
Aves;Passeriformes;Tyrannidae;Myiopagis gaimardii;12;1;16;12;1;2;12;1;4;12;1;10
Aves;Passeriformes;Tyrannidae;Myiopagis viridicata;13;1;18;12;1;4;14;1;5;14;1;9
Aves;Passeriformes;Tyrannidae;Capsiempis flaveola;8;1;11;8;1;5;8;1;4;10;1;2
Aves;Passeriformes;Tyrannidae;Phyllomyias griseiceps;8;0;3;;;;8;0;1;8;0;2
Aves;Passeriformes;Tyrannidae;Phyllomyias nigrocapillus;9;1;17;10;2;8;10;1;4;9;1;5
Aves;Passeriformes;Tyrannidae;Phyllomyias cinereiceps;10;1;4;12;0;1;9;0;2;10;0;1
Aves;Passeriformes;Tyrannidae;Phyllomyias uropygialis;9;1;3;10;0;1;9;0;1;9;0;1
Aves;Passeriformes;Tyrannidae;Phaeomyias murina;11;2;36;10;0;5;10;1;4;12;2;27
Aves;Passeriformes;Tyrannidae;Mecocerculus poecilocercus;8;1;3;;;;8;1;2;8;0;1
Aves;Passeriformes;Tyrannidae;Mecocerculus stictopterus;10;1;5;10;1;2;10;0;3;;;
Aves;Passeriformes;Tyrannidae;Mecocerculus leucophrys;12;1;45;11;1;12;13;1;20;11;1;13
Aves;Passeriformes;Tyrannidae;Mecocerculus minor;10;2;2;8;0;1;11;0;1;;;
Aves;Passeriformes;Tyrannidae;Anairetes parulus;12;5;2;;;;12;5;2;;;
Aves;Passeriformes;Tyrannidae;Polystictus pectoralis;6;1;3;7;0;1;6;0;2;;;
Aves;Passeriformes;Tyrannidae;Serpophaga cinerea;9;0;2;9;0;1;;;;9;0;1
Aves;Passeriformes;Tyrannidae;Uromyias agilis;10;1;10;10;1;3;10;1;7;;;
Aves;Passeriformes;Tyrannidae;Muscigralla brevicauda;11;0;1;11;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Attila citriniventris;34;3;5;34;3;5;;;;;;
Aves;Passeriformes;Tyrannidae;Attila spadiceus;35;3;51;34;3;9;36;4;6;36;3;36
Aves;Passeriformes;Tyrannidae;Legatus leucophaius;21;0;3;;;;21;0;1;22;1;2
Aves;Passeriformes;Tyrannidae;Ramphotrigon megacephalum;15;4;2;;;;19;0;1;12;0;1
Aves;Passeriformes;Tyrannidae;Ramphotrigon ruficauda;17;1;6;17;0;2;18;1;4;;;
Aves;Passeriformes;Tyrannidae;Pitangus sulphuratus;57;6;30;54;4;5;56;7;4;58;6;21
Aves;Passeriformes;Tyrannidae;Pitangus lictor;23;2;8;22;2;4;25;2;4;;;
Aves;Passeriformes;Tyrannidae;Machetornis rixosa;37;2;10;;;;37;1;4;38;2;6
Aves;Passeriformes;Tyrannidae;Tyrannopsis sulphurea;57;0;1;57;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Megarynchus pitangua;59;6;22;69;0;1;60;8;5;58;5;16
Aves;Passeriformes;Tyrannidae;Myiodynastes chrysocephalus;40;5;19;45;6;3;37;3;2;39;4;14
Aves;Passeriformes;Tyrannidae;Myiodynastes luteiventris;47;4;12;41;0;1;46;1;2;48;5;9
Aves;Passeriformes;Tyrannidae;Myiodynastes maculatus;44;3;28;45;4;7;43;3;9;43;2;12
Aves;Passeriformes;Tyrannidae;Myiozetetes cayanensis;26;3;25;26;2;7;25;3;12;26;4;6
Aves;Passeriformes;Tyrannidae;Myiozetetes similis;25;2;7;25;2;3;27;0;1;24;1;3
Aves;Passeriformes;Tyrannidae;Myiozetetes granadensis;25;1;2;;;;24;0;1;26;0;1
Aves;Passeriformes;Tyrannidae;Conopias parvus;19;0;1;19;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Phelpsia inornata;26;0;1;26;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Tyrannus melancholicus;40;4;62;39;3;15;40;4;16;40;4;31
Aves;Passeriformes;Tyrannidae;Tyrannus savana;30;2;12;29;2;4;30;2;7;28;0;1
Aves;Passeriformes;Tyrannidae;Tyrannus tyrannus;36;5;8;35;9;2;37;0;1;37;3;5
Aves;Passeriformes;Tyrannidae;Tyrannus dominicensis;40;3;6;;;;;;;40;3;6
Aves;Passeriformes;Tyrannidae;Rhytipterna holerythra;33;1;2;;;;32;0;1;35;0;1
Aves;Passeriformes;Tyrannidae;Rhytipterna simplex;32;1;3;31;0;1;33;1;2;;;
Aves;Passeriformes;Tyrannidae;Rhytipterna immunda;27;1;2;27;1;2;;;;;;
Aves;Passeriformes;Tyrannidae;Myiarchus tuberculifer;19;1;84;19;1;13;19;1;7;19;1;64
Aves;Passeriformes;Tyrannidae;Myiarchus swainsoni;21;2;2;19;0;1;22;0;1;;;
Aves;Passeriformes;Tyrannidae;Myiarchus venezuelensis;24;1;3;23;0;1;24;1;2;;;
Aves;Passeriformes;Tyrannidae;Myiarchus panamensis;34;1;3;35;0;1;34;1;2;;;
Aves;Passeriformes;Tyrannidae;Myiarchus ferox;24;3;16;24;2;5;24;3;8;26;2;3
Aves;Passeriformes;Tyrannidae;Myiarchus apicalis;26;2;8;;;;26;2;4;26;2;4
Aves;Passeriformes;Tyrannidae;Myiarchus cephalotes;27;2;13;25;0;3;29;3;2;27;2;8
Aves;Passeriformes;Tyrannidae;Myiarchus crinitus;30;2;23;29;2;7;35;1;2;31;2;14
Aves;Passeriformes;Tyrannidae;Myiarchus tyrannulus;29;2;9;28;1;2;29;1;5;29;2;2
Aves;Passeriformes;Tyrannidae;Colonia colonus;16;2;4;16;2;3;16;0;1;;;
Aves;Passeriformes;Tyrannidae;Myiophobus flavicans;12;1;64;12;1;21;13;1;13;12;1;30
Aves;Passeriformes;Tyrannidae;Myiophobus phoenicomitra;13;0;1;;;;;;;13;0;1
Aves;Passeriformes;Tyrannidae;Myiophobus fasciatus;11;1;23;12;0;5;12;2;2;11;1;16
Aves;Passeriformes;Tyrannidae;Ochthoeca frontalis;10;1;12;10;1;3;10;1;9;;;
Aves;Passeriformes;Tyrannidae;Ochthoeca diadema;11;1;115;10;1;21;11;1;22;11;1;72
Aves;Passeriformes;Tyrannidae;Ochthoeca cinnamomeiventris;57;57;51;12;2;7;13;1;10;80;58;34
Aves;Passeriformes;Tyrannidae;Ochthoeca rufipectoralis;11;1;7;11;1;3;11;1;2;12;2;2
Aves;Passeriformes;Tyrannidae;Ochthoeca fumicolor;15;1;17;15;2;4;15;1;5;15;0;8
Aves;Passeriformes;Tyrannidae;Sublegatus arenarum;13;0;9;12;0;1;13;0;2;13;0;6
Aves;Passeriformes;Tyrannidae;Sublegatus obscurior;20;0;1;20;0;1;;;;;;
Aves;Passeriformes;Tyrannidae;Pyrocephalus rubinus;14;2;10;14;2;4;14;2;6;;;
Aves;Passeriformes;Tyrannidae;Fluvicola pica;12;2;30;11;1;5;13;2;7;12;1;18
Aves;Passeriformes;Tyrannidae;Arundinicola leucocephala;14;1;6;13;1;4;15;1;2;;;
Aves;Passeriformes;Tyrannidae;Knipolegus poecilurus;14;1;4;;;;14;0;3;13;0;1
Aves;Passeriformes;Tyrannidae;Knipolegus poecilocercus;13;1;5;12;0;1;14;1;4;;;
Aves;Passeriformes;Tyrannidae;Muscisaxicola albilora;22;0;1;;;;22;0;1;;;
Aves;Passeriformes;Tyrannidae;Muscisaxicola alpinus;35;3;4;32;0;1;40;0;1;34;1;2
Aves;Passeriformes;Tyrannidae;Myiotheretes striaticollis;59;3;2;;;;59;3;2;;;
Aves;Passeriformes;Tyrannidae;Myiotheretes fumigatus;33;1;3;33;0;1;34;1;2;;;
Aves;Passeriformes;Tyrannidae;Ochthornis littoralis;19;3;3;;;;19;3;3;;;
Aves;Passeriformes;Tyrannidae;Cnemotriccus fuscatus;13;1;42;13;2;7;13;1;10;12;1;25
Aves;Passeriformes;Tyrannidae;Aphanotriccus audax;11;1;6;;;;11;0;1;11;0;5
Aves;Passeriformes;Tyrannidae;Lathrotriccus euleri;12;2;4;11;2;2;11;0;1;14;0;1
Aves;Passeriformes;Tyrannidae;Sayornis nigricans;18;2;16;17;2;3;20;0;1;18;2;12
Aves;Passeriformes;Tyrannidae;Empidonax flaviventris;9;0;1;;;;;;;9;0;1
Aves;Passeriformes;Tyrannidae;Empidonax virescens;12;1;46;11;1;7;12;1;5;12;1;34
Aves;Passeriformes;Tyrannidae;Empidonax traillii;12;1;58;11;1;7;;;;12;1;51
Aves;Passeriformes;Tyrannidae;Empidonax alnorum;12;1;22;13;1;2;12;0;2;12;1;18
Aves;Passeriformes;Tyrannidae;Contopus cooperi;32;3;3;;;;29;0;1;34;3;2
Aves;Passeriformes;Tyrannidae;Contopus fumigatus;22;2;6;22;1;3;23;1;2;20;0;1
Aves;Passeriformes;Tyrannidae;Contopus sordidulus;13;1;3;;;;13;1;2;13;0;1
Aves;Passeriformes;Tyrannidae;Contopus virens;14;1;46;12;0;2;15;1;2;14;1;42
Aves;Passeriformes;Tyrannidae;Contopus cinereus;12;1;15;;;;13;1;2;12;1;13
Aves;Passeriformes;Vireonidae;Cyclarhis gujanensis;26;2;11;25;2;4;27;2;4;28;1;3
Aves;Passeriformes;Vireonidae;Cyclarhis nigrirostris;29;1;4;29;0;1;;;;29;2;3
Aves;Passeriformes;Vireonidae;Hylophilus flavipes;11;1;14;11;1;3;11;1;4;12;1;7
Aves;Passeriformes;Vireonidae;Hylophilus brunneiceps;11;1;6;10;0;1;11;0;4;12;0;1
Aves;Passeriformes;Vireonidae;Tunchiornis ochraceiceps;10;1;5;10;0;2;11;1;3;;;
Aves;Passeriformes;Vireonidae;Pachysylvia aurantiifrons;9;0;4;9;0;1;;;;9;0;3
Aves;Passeriformes;Vireonidae;Pachysylvia semibrunnea;11;1;7;11;1;3;11;0;1;11;0;3
Aves;Passeriformes;Vireonidae;Vireo masteri;11;0;1;;;;11;0;1;;;
Aves;Passeriformes;Vireonidae;Vireo leucophrys;12;2;18;11;1;4;12;2;4;13;2;10
Aves;Passeriformes;Vireonidae;Vireo olivaceus;17;1;870;15;2;8;17;2;17;17;1;845
Aves;Passeriformes;Vireonidae;Vireo flavoviridis;17;1;752;;;;16;0;1;17;1;751
Aves;Passeriformes;Vireonidae;Vireo altiloquus;17;2;9;;;;;;;17;2;9
Aves;Passeriformes;Corvidae;Cyanolyca armillata;105;9;4;95;0;1;100;0;1;112;7;2
Aves;Passeriformes;Corvidae;Cyanolyca pulchra;97;0;1;;;;;;;97;0;1
Aves;Passeriformes;Corvidae;Cyanocorax violaceus;233;32;5;240;27;2;229;35;3;;;
Aves;Passeriformes;Corvidae;Cyanocorax affinis;182;19;8;190;10;2;191;15;4;157;7;2
Aves;Passeriformes;Corvidae;Cyanocorax heilprini;183;0;1;183;0;1;;;;;;
Aves;Passeriformes;Corvidae;Cyanocorax yncas;103;5;6;;;;103;6;5;100;0;1
Aves;Passeriformes;Alaudidae;Eremophila alpestris;27;2;3;;;;27;2;3;;;
Aves;Passeriformes;Hirundinidae;Pygochelidon cyanoleuca;11;1;12;11;0;2;12;1;9;10;0;1
Aves;Passeriformes;Hirundinidae;Pygochelidon melanoleuca;10;0;1;10;0;1;;;;;;
Aves;Passeriformes;Hirundinidae;Orochelidon murina;13;1;10;12;1;3;14;1;6;12;0;1
Aves;Passeriformes;Hirundinidae;Orochelidon flavipes;7;2;2;8;0;1;5;0;1;;;
Aves;Passeriformes;Hirundinidae;Atticora fasciata;20;6;6;21;6;4;19;4;2;;;
Aves;Passeriformes;Hirundinidae;Atticora tibialis;25;22;3;9;0;1;10;0;1;57;0;1
Aves;Passeriformes;Hirundinidae;Stelgidopteryx ruficollis;14;2;30;13;1;10;15;1;4;15;1;16
Aves;Passeriformes;Hirundinidae;Progne tapera;36;0;1;;;;36;0;1;;;
Aves;Passeriformes;Hirundinidae;Progne chalybea;35;3;5;33;0;1;34;4;2;36;0;2
Aves;Passeriformes;Hirundinidae;Tachycineta albiventer;18;2;3;20;0;1;16;0;1;18;0;1
Aves;Passeriformes;Hirundinidae;Hirundo rustica;15;1;4;;;;15;1;4;;;
Aves;Passeriformes;Hirundinidae;Petrochelidon pyrrhonota;15;0;1;;;;15;0;1;;;
Aves;Passeriformes;Troglodytidae;Microcerculus marginatus;18;1;100;18;1;4;17;1;22;18;1;74
Aves;Passeriformes;Troglodytidae;Troglodytes aedon;14;2;111;14;1;14;13;2;18;14;2;79
Aves;Passeriformes;Troglodytidae;Troglodytes solstitialis;12;1;21;12;1;6;12;1;8;12;2;7
Aves;Passeriformes;Troglodytidae;Cistothorus platensis;11;1;6;10;1;2;11;1;3;12;0;1
Aves;Passeriformes;Troglodytidae;Cistothorus apolinari;18;0;4;19;0;1;18;0;3;;;
Aves;Passeriformes;Troglodytidae;Campylorhynchus albobrunneus;40;0;4;;;;40;0;4;;;
Aves;Passeriformes;Troglodytidae;Campylorhynchus nuchalis;25;1;2;26;0;1;25;0;1;;;
Aves;Passeriformes;Troglodytidae;Campylorhynchus griseus;41;11;10;39;12;3;40;12;5;47;3;2
Aves;Passeriformes;Troglodytidae;Campylorhynchus turdinus;30;0;1;30;0;1;;;;;;
Aves;Passeriformes;Troglodytidae;Pheugopedius spadix;23;2;15;19;0;1;22;0;1;23;1;13
Aves;Passeriformes;Troglodytidae;Pheugopedius fasciatoventris;24;3;13;23;1;3;27;3;5;23;4;5
Aves;Passeriformes;Troglodytidae;Pheugopedius mystacalis;26;3;18;24;4;7;25;3;5;28;1;6
Aves;Passeriformes;Troglodytidae;Pheugopedius coraya;17;3;12;16;2;3;18;1;4;17;4;5
Aves;Passeriformes;Troglodytidae;Pheugopedius rutilus;17;1;41;17;1;3;17;0;1;17;1;37
Aves;Passeriformes;Troglodytidae;Pheugopedius sclateri;16;1;2;;;;15;0;1;17;0;1
Aves;Passeriformes;Troglodytidae;Thryophilus rufalbus;24;3;60;22;1;8;23;2;6;25;3;46
Aves;Passeriformes;Troglodytidae;Cantorchilus leucopogon;17;0;1;;;;;;;17;0;1
Aves;Passeriformes;Troglodytidae;Cantorchilus nigricapillus;22;2;41;21;1;3;23;1;6;22;2;32
Aves;Passeriformes;Troglodytidae;Cantorchilus leucotis;18;2;79;18;1;13;19;2;22;18;2;44
Aves;Passeriformes;Troglodytidae;Cinnycerthia unirufa;30;4;46;29;2;14;31;3;12;31;4;20
Aves;Passeriformes;Troglodytidae;Cinnycerthia olivascens;25;3;109;24;2;15;28;2;8;25;3;86
Aves;Passeriformes;Troglodytidae;Henicorhina leucosticta;16;2;69;16;2;14;16;2;16;17;1;39
Aves;Passeriformes;Troglodytidae;Henicorhina leucophrys;16;1;302;15;1;36;16;2;54;16;1;212
Aves;Passeriformes;Troglodytidae;Henicorhina negreti;17;0;8;;;;;;;17;0;8
Aves;Passeriformes;Troglodytidae;Cyphorhinus thoracicus;31;3;54;31;2;8;32;3;2;30;3;44
Aves;Passeriformes;Troglodytidae;Cyphorhinus phaeocephalus;21;0;1;21;0;1;;;;;;
Aves;Passeriformes;Troglodytidae;Cyphorhinus arada;23;1;4;23;2;2;23;0;1;24;0;1
Aves;Passeriformes;Polioptilidae;Microbates collaris;10;0;4;10;0;2;10;0;1;10;0;1
Aves;Passeriformes;Polioptilidae;Microbates cinereiventris;12;1;103;12;1;19;11;0;4;12;1;80
Aves;Passeriformes;Polioptilidae;Ramphocaenus melanurus;10;1;35;9;1;3;10;1;4;10;1;28
Aves;Passeriformes;Polioptilidae;Polioptila plumbea;6;0;13;6;1;4;6;0;4;6;0;5
Aves;Passeriformes;Polioptilidae;Polioptila schistaceigula;6;0;1;;;;6;0;1;;;
Aves;Passeriformes;Donacobiidae;Donacobius atricapilla;40;4;6;37;4;3;43;3;3;;;
Aves;Passeriformes;Cinclidae;Cinclus leucocephalus;36;3;7;36;3;4;38;0;2;34;0;1
Aves;Passeriformes;Turdidae;Myadestes coloratus;34;6;3;;;;37;6;2;29;0;1
Aves;Passeriformes;Turdidae;Myadestes ralloides;30;2;302;30;2;32;29;2;54;30;2;216
Aves;Passeriformes;Turdidae;Catharus aurantiirostris;28;2;31;;;;28;0;4;28;2;27
Aves;Passeriformes;Turdidae;Catharus fuscater;30;3;28;30;3;12;30;2;12;31;3;4
Aves;Passeriformes;Turdidae;Catharus maculatus;35;2;4;33;1;2;37;1;2;;;
Aves;Passeriformes;Turdidae;Catharus fuscescens;29;3;574;30;0;1;30;0;2;29;3;571
Aves;Passeriformes;Turdidae;Catharus minimus;33;3;3477;32;4;30;33;3;29;33;3;3418
Aves;Passeriformes;Turdidae;Catharus ustulatus;28;3;485;27;2;12;29;2;16;28;3;457
Aves;Passeriformes;Turdidae;Hylocichla mustelina;45;0;1;45;0;1;;;;;;
Aves;Passeriformes;Turdidae;Entomodestes coracinus;58;4;140;58;4;2;61;2;2;58;4;136
Aves;Passeriformes;Turdidae;Cichlopsis leucogenys;39;0;1;;;;;;;39;0;1
Aves;Passeriformes;Turdidae;Turdus leucops;65;7;72;73;7;19;62;4;37;63;5;16
Aves;Passeriformes;Turdidae;Turdus flavipes;52;4;364;54;4;144;50;4;210;52;7;10
Aves;Passeriformes;Turdidae;Turdus leucomelas;69;5;102;71;6;13;65;4;11;69;5;78
Aves;Passeriformes;Turdidae;Turdus fumigatus;42;11;2;;;;42;11;2;;;
Aves;Passeriformes;Turdidae;Turdus obsoletus;72;9;19;80;6;2;58;0;1;72;8;16
Aves;Passeriformes;Turdidae;Turdus grayi;63;6;31;57;0;1;63;7;8;63;6;22
Aves;Passeriformes;Turdidae;Turdus nudigenis;57;3;13;58;2;3;55;1;4;58;4;6
Aves;Passeriformes;Turdidae;Turdus lawrencii;68;12;3;;;;68;12;3;;;
Aves;Passeriformes;Turdidae;Turdus ignobilis;65;7;110;66;9;12;60;8;18;66;6;80
Aves;Passeriformes;Turdidae;Turdus fulviventris;79;5;4;85;0;1;77;4;3;;;
Aves;Passeriformes;Turdidae;Turdus olivater;77;3;36;79;1;4;76;2;27;77;4;5
Aves;Passeriformes;Turdidae;Turdus fuscater;127;17;43;126;17;10;131;16;17;125;17;16
Aves;Passeriformes;Turdidae;Turdus serranus;80;7;101;82;9;18;79;6;53;79;7;30
Aves;Passeriformes;Turdidae;Turdus albicollis;45;3;246;49;3;10;43;3;52;45;3;184
Aves;Passeriformes;Mimidae;Dumetella carolinensis;36;2;2;34;0;1;;;;37;0;1
Aves;Passeriformes;Mimidae;Mimus gilvus;65;4;14;61;2;5;67;3;8;72;0;1
Aves;Passeriformes;Estrildidae;Lonchura malacca;13;0;7;;;;13;0;2;13;0;5
Aves;Passeriformes;Passeridae;Passer domesticus;31;0;1;;;;31;0;1;;;
Aves;Passeriformes;Motacillidae;Anthus lutescens;13;0;2;;;;13;0;2;;;
Aves;Passeriformes;Motacillidae;Anthus bogotensis;26;0;1;;;;26;0;1;;;
Aves;Passeriformes;Fringillidae;Spinus spinescens;12;1;17;11;1;5;12;1;8;13;2;4
Aves;Passeriformes;Fringillidae;Spinus magellanicus;13;0;1;;;;;;;13;0;1
Aves;Passeriformes;Fringillidae;Spinus xanthogastrus;12;0;3;12;0;1;13;0;1;12;0;1
Aves;Passeriformes;Fringillidae;Spinus psaltria;9;1;83;9;1;25;9;1;39;9;1;19
Aves;Passeriformes;Fringillidae;Euphonia plumbea;9;1;2;9;1;2;;;;;;
Aves;Passeriformes;Fringillidae;Euphonia trinitatis;10;1;7;10;1;3;10;1;4;;;
Aves;Passeriformes;Fringillidae;Euphonia concinna;11;0;1;11;0;1;;;;;;
Aves;Passeriformes;Fringillidae;Euphonia laniirostris;14;1;255;15;1;87;14;1;149;14;1;19
Aves;Passeriformes;Fringillidae;Euphonia cyanocephala;16;1;3;15;1;2;17;0;1;;;
Aves;Passeriformes;Fringillidae;Euphonia fulvicrissa;11;1;5;12;1;2;11;1;3;;;
Aves;Passeriformes;Fringillidae;Euphonia minuta;8;0;1;8;0;1;;;;;;
Aves;Passeriformes;Fringillidae;Euphonia xanthogaster;13;1;281;13;1;101;13;1;148;13;1;32
Aves;Passeriformes;Fringillidae;Euphonia rufiventris;14;1;4;14;1;2;14;0;2;;;
Aves;Passeriformes;Fringillidae;Chlorophonia cyanea;13;1;16;14;1;2;13;1;13;13;0;1
Aves;Passeriformes;Fringillidae;Chlorophonia pyrrhophrys;16;1;4;17;1;2;16;0;2;;;
Aves;Passeriformes;Rhodinocichlidae;Rhodinocichla rosea;41;4;4;39;4;3;45;0;1;;;
Aves;Passeriformes;Passerellidae;Oreothraupis arremonops;51;3;10;;;;53;1;2;50;3;8
Aves;Passeriformes;Passerellidae;Chlorospingus flavigularis;26;2;20;28;2;3;27;2;4;25;2;13
Aves;Passeriformes;Passerellidae;Chlorospingus parvirostris;22;1;5;23;0;1;22;1;4;;;
Aves;Passeriformes;Passerellidae;Chlorospingus canigularis;21;4;17;20;4;3;22;4;7;21;4;7
Aves;Passeriformes;Passerellidae;Chlorospingus flavopectus;20;2;43;19;2;12;21;2;24;19;2;7
Aves;Passeriformes;Passerellidae;Chlorospingus semifuscus;24;2;46;22;1;6;26;2;14;24;2;26
Aves;Passeriformes;Passerellidae;Ammodramus humeralis;16;1;10;16;0;1;16;1;6;14;1;3
Aves;Passeriformes;Passerellidae;Ammodramus aurifrons;17;1;6;;;;16;1;4;18;0;2
Aves;Passeriformes;Passerellidae;Arremonops conirostris;33;3;18;35;0;2;34;3;8;32;2;8
Aves;Passeriformes;Passerellidae;Arremonops tocuyensis;19;0;1;;;;;;;19;0;1
Aves;Passeriformes;Passerellidae;Arremon basilicus;39;3;33;41;0;1;40;2;14;38;3;18
Aves;Passeriformes;Passerellidae;Arremon atricapillus;47;2;10;;;;49;1;2;47;2;8
Aves;Passeriformes;Passerellidae;Arremon assimilis;41;2;22;41;2;3;42;2;13;39;2;6
Aves;Passeriformes;Passerellidae;Arremon aurantiirostris;27;3;59;25;3;7;27;3;14;27;3;38
Aves;Passeriformes;Passerellidae;Arremon schlegeli;28;2;95;28;2;14;28;1;18;27;2;63
