Class;Order;Family;Species;Species;;;Female;;;Male;;;Undetermined;;
;;;;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n
Aves;Charadriiformes;Scolopacidae;Calidris melanotos;41;8;2;33;0;1;49;0;1;;;
Aves;Charadriiformes;Scolopacidae;Limnodromus griseus;92;5;3;;;;94;0;1;91;6;2
Aves;Charadriiformes;Scolopacidae;Gallinago jamesoni;135;0;1;135;0;1;;;;;;
Aves;Charadriiformes;Scolopacidae;Gallinago nobilis;181;3;3;;;;181;3;3;;;
Aves;Charadriiformes;Scolopacidae;Gallinago undulata;291;0;1;291;0;1;;;;;;
Aves;Charadriiformes;Scolopacidae;Gallinago delicata;99;4;2;99;4;2;;;;;;
Aves;Charadriiformes;Scolopacidae;Phalaropus lobatus;17;0;1;17;0;1;;;;;;
Aves;Charadriiformes;Scolopacidae;Actitis macularius;34;1;6;33;0;1;35;2;3;35;1;2
Aves;Charadriiformes;Scolopacidae;Tringa solitaria;382;0;1;;;;382;0;1;;;
Aves;Charadriiformes;Scolopacidae;Tringa melanoleuca;182;32;2;150;0;1;;;;214;0;1
Aves;Charadriiformes;Scolopacidae;Tringa semipalmata;280;34;2;314;0;1;246;0;1;;;
Aves;Charadriiformes;Scolopacidae;Tringa flavipes;51;0;1;;;;51;0;1;;;
Aves;Charadriiformes;Jacanidae;Jacana jacana;104;27;14;119;18;9;85;18;3;64;8;2
Aves;Charadriiformes;Rynchopidae;Rynchops niger;360;0;1;;;;360;0;1;;;
Aves;Charadriiformes;Laridae;Leucophaeus atricilla;200;0;1;200;0;1;;;;;;
Aves;Charadriiformes;Laridae;Anous stolidus;212;0;1;212;0;1;;;;;;
Aves;Charadriiformes;Laridae;Gygis alba;12;0;1;;;;12;0;1;;;
Aves;Charadriiformes;Laridae;Sternula antillarum;44;0;1;44;0;1;;;;;;
Aves;Charadriiformes;Laridae;Phaetusa simplex;239;46;4;239;46;4;;;;;;
Aves;Charadriiformes;Laridae;Hydroprogne caspia;451;0;1;;;;;;;451;0;1
Aves;Charadriiformes;Laridae;Thalasseus maximus;410;80;3;;;;410;80;3;;;
Aves;Eurypygiformes;Eurypygidae;Eurypyga helias;197;27;5;203;38;2;193;14;3;;;
Aves;Sphenisciformes;Spheniscidae;Spheniscus magellanicus;3000;0;1;;;;3000;0;1;;;
Aves;Procellariiformes;Hydrobatidae;Oceanodroma tethys;16;0;1;;;;16;0;1;;;
Aves;Ciconiiformes;Ciconiidae;Jabiru mycteria;6700;0;1;;;;6700;0;1;;;
Aves;Suliformes;Sulidae;Sula granti;1750;0;1;;;;;;;1750;0;1
Aves;Suliformes;Anhingidae;Anhinga anhinga;1005;54;5;1010;70;3;997;4;2;;;
Aves;Suliformes;Phalacrocoracidae;Phalacrocorax brasilianus;1403;150;8;1338;163;2;1425;139;6;;;
Aves;Pelecaniformes;Pelecanidae;Pelecanus occidentalis;1500;0;1;;;;1500;0;1;;;
Aves;Pelecaniformes;Ardeidae;Tigrisoma lineatum;812;156;8;689;134;3;861;120;4;985;0;1
Aves;Pelecaniformes;Ardeidae;Agamia agami;640;86;4;;;;658;92;3;583;0;1
Aves;Pelecaniformes;Ardeidae;Cochlearius cochlearius;521;130;3;546;0;1;508;158;2;;;
Aves;Pelecaniformes;Ardeidae;Butorides virescens;173;44;3;225;0;1;147;28;2;;;
Aves;Pelecaniformes;Ardeidae;Butorides striata;178;17;10;176;18;4;179;16;6;;;
Aves;Pelecaniformes;Ardeidae;Bubulcus ibis;305;40;3;328;30;2;260;0;1;;;
Aves;Pelecaniformes;Ardeidae;Ardea cocoi;1699;310;4;2000;0;1;1598;296;3;;;
Aves;Pelecaniformes;Ardeidae;Ardea alba;766;234;2;532;0;1;1000;0;1;;;
Aves;Pelecaniformes;Ardeidae;Syrigma sibilatrix;380;0;1;380;0;1;;;;;;
Aves;Pelecaniformes;Ardeidae;Pilherodius pileatus;525;64;5;551;57;2;507;62;3;;;
Aves;Pelecaniformes;Ardeidae;Egretta tricolor;269;0;1;;;;;;;269;0;1
Aves;Pelecaniformes;Ardeidae;Egretta caerulea;320;44;3;313;0;1;323;54;2;;;
Aves;Pelecaniformes;Threskiornithidae;Mesembrinibis cayennensis;920;0;1;920;0;1;;;;;;
Aves;Pelecaniformes;Threskiornithidae;Phimosus infuscatus;533;0;1;533;0;1;;;;;;
Aves;Cathartiformes;Cathartidae;Sarcoramphus papa;4083;1124;3;4000;0;1;4125;1375;2;;;
Aves;Cathartiformes;Cathartidae;Vultur gryphus;5180;0;1;5180;0;1;;;;;;
Aves;Cathartiformes;Cathartidae;Coragyps atratus;1263;263;4;;;;1263;263;4;;;
Aves;Cathartiformes;Cathartidae;Cathartes aura;1228;175;10;1270;138;6;1250;250;2;1080;80;2
Aves;Cathartiformes;Cathartidae;Cathartes burrovianus;850;90;3;733;0;1;908;45;2;;;
Aves;Cathartiformes;Cathartidae;Cathartes melambrotus;1451;120;4;1560;60;2;;;;1342;37;2
Aves;Accipitriformes;Pandionidae;Pandion haliaetus;1166;364;4;1450;50;2;1200;0;1;563;0;1
Aves;Accipitriformes;Accipitridae;Elanus leucurus;264;20;2;;;;;;;264;20;2
Aves;Accipitriformes;Accipitridae;Gampsonyx swainsonii;101;7;4;109;0;1;95;5;2;104;0;1
Aves;Accipitriformes;Accipitridae;Chondrohierax uncinatus;650;0;1;650;0;1;;;;;;
Aves;Accipitriformes;Accipitridae;Morphnus guianensis;2188;0;1;2188;0;1;;;;;;
Aves;Accipitriformes;Accipitridae;Harpia harpyja;3420;0;1;3420;0;1;;;;;;
Aves;Accipitriformes;Accipitridae;Spizaetus tyrannus;640;0;1;;;;;;;640;0;1
Aves;Accipitriformes;Accipitridae;Spizaetus isidori;2561;1036;3;4000;0;1;1600;0;1;2084;0;1
Aves;Accipitriformes;Accipitridae;Busarellus nigricollis;932;104;4;1025;25;2;780;0;1;896;0;1
Aves;Accipitriformes;Accipitridae;Rostrhamus sociabilis;332;42;4;367;30;2;297;10;2;;;
Aves;Accipitriformes;Accipitridae;Harpagus bidentatus;187;20;5;205;0;1;186;22;3;175;0;1
Aves;Accipitriformes;Accipitridae;Ictinia plumbea;288;27;4;300;0;1;298;28;2;256;0;1
Aves;Accipitriformes;Accipitridae;Circus buffoni;380;2;2;;;;378;0;1;383;0;1
Aves;Accipitriformes;Accipitridae;Accipiter superciliosus;103;31;3;145;0;1;82;8;2;;;
Aves;Accipitriformes;Accipitridae;Accipiter striatus;94;5;6;;;;94;4;4;95;6;2
Aves;Accipitriformes;Accipitridae;Accipiter bicolor;251;62;2;313;0;1;;;;189;0;1
Aves;Accipitriformes;Accipitridae;Geranospiza caerulescens;375;32;4;388;26;3;337;0;1;;;
Aves;Accipitriformes;Accipitridae;Buteogallus anthracinus;838;100;3;971;0;1;771;43;2;;;
Aves;Accipitriformes;Accipitridae;Buteogallus meridionalis;722;101;5;758;133;2;699;64;3;;;
Aves;Accipitriformes;Accipitridae;Buteogallus urubitinga;1042;66;3;1070;0;1;1105;0;1;950;0;1
Aves;Accipitriformes;Accipitridae;Buteogallus solitarius;2600;0;1;2600;0;1;;;;;;
Aves;Accipitriformes;Accipitridae;Morphnarchus princeps;744;6;2;;;;744;6;2;;;
Aves;Accipitriformes;Accipitridae;Rupornis magnirostris;269;28;22;279;27;10;259;30;7;261;21;5
Aves;Accipitriformes;Accipitridae;Parabuteo leucorrhous;380;0;1;;;;380;0;1;;;
Aves;Accipitriformes;Accipitridae;Geranoaetus albicaudatus;1138;262;2;1138;262;2;;;;;;
Aves;Accipitriformes;Accipitridae;Pseudastur albicollis;760;0;1;760;0;1;;;;;;
Aves;Accipitriformes;Accipitridae;Leucopternis semiplumbeus;335;0;1;335;0;1;;;;;;
Aves;Accipitriformes;Accipitridae;Buteo nitidus;458;60;5;468;59;2;412;28;2;530;0;1
Aves;Accipitriformes;Accipitridae;Buteo platypterus;328;87;10;336;100;7;286;15;2;357;0;1
Aves;Accipitriformes;Accipitridae;Buteo swainsoni;811;0;1;;;;811;0;1;;;
Aves;Accipitriformes;Accipitridae;Buteo albonotatus;500;0;1;500;0;1;;;;;;
Aves;Strigiformes;Tytonidae;Tyto alba;355;111;4;464;30;2;247;7;2;;;
Aves;Strigiformes;Strigidae;Megascops choliba;131;29;17;137;33;6;136;22;9;95;5;2
Aves;Strigiformes;Strigidae;Megascops ingens;130;0;1;;;;;;;130;0;1
Aves;Strigiformes;Strigidae;Megascops petersoni;108;2;2;;;;108;2;2;;;
Aves;Strigiformes;Strigidae;Megascops watsonii;139;15;4;;;;142;17;3;130;0;1
Aves;Strigiformes;Strigidae;Lophostrix cristata;434;26;3;;;;434;26;3;;;
Aves;Strigiformes;Strigidae;Pulsatrix perspicillata;587;310;6;656;386;3;527;223;2;500;0;1
Aves;Strigiformes;Strigidae;Ciccaba virgata;242;42;3;243;52;2;241;0;1;;;
Aves;Strigiformes;Strigidae;Ciccaba albitarsis;308;43;2;;;;350;0;1;265;0;1
Aves;Strigiformes;Strigidae;Glaucidium nubicola;85;0;1;;;;;;;85;0;1
Aves;Strigiformes;Strigidae;Glaucidium jardinii;58;4;20;58;7;3;59;3;11;57;4;6
Aves;Strigiformes;Strigidae;Glaucidium brasilianum;75;14;7;94;6;2;68;8;3;66;1;2
Aves;Strigiformes;Strigidae;Athene cunicularia;125;13;7;135;13;3;118;7;4;;;
Aves;Strigiformes;Strigidae;Aegolius harrisii;120;0;1;;;;120;0;1;;;
Aves;Strigiformes;Strigidae;Asio clamator;424;26;2;424;26;2;;;;;;
Aves;Strigiformes;Strigidae;Asio stygius;432;55;3;398;33;2;500;0;1;;;
Aves;Trogoniformes;Trogonidae;Pharomachrus pavoninus;125;0;1;125;0;1;;;;;;
Aves;Trogoniformes;Trogonidae;Pharomachrus auriceps;203;5;3;210;0;1;199;1;2;;;
Aves;Trogoniformes;Trogonidae;Trogon comptus;77;45;3;77;45;3;;;;;;
Aves;Trogoniformes;Trogonidae;Trogon melanurus;105;14;7;115;5;2;101;15;5;;;
Aves;Trogoniformes;Trogonidae;Trogon chionurus;80;2;2;78;0;1;82;0;1;;;
Aves;Trogoniformes;Trogonidae;Trogon viridis;85;9;18;87;9;7;82;8;10;90;0;1
Aves;Trogoniformes;Trogonidae;Trogon caligatus;50;3;7;50;2;2;50;4;3;50;2;2
Aves;Trogoniformes;Trogonidae;Trogon ramonianus;46;0;1;;;;46;0;1;;;
Aves;Trogoniformes;Trogonidae;Trogon curucui;52;3;2;54;0;1;49;0;1;;;
Aves;Trogoniformes;Trogonidae;Trogon rufus;54;3;12;54;3;7;54;2;4;56;0;1
Aves;Trogoniformes;Trogonidae;Trogon collaris;64;3;6;64;2;4;65;4;2;;;
Aves;Trogoniformes;Trogonidae;Trogon personatus;59;6;28;57;6;13;61;6;11;61;3;4
Aves;Coraciiformes;Momotidae;Hylomanes momotula;34;0;1;34;0;1;;;;;;
Aves;Coraciiformes;Momotidae;Electron platyrhynchum;108;44;3;;;;78;0;1;124;46;2
Aves;Coraciiformes;Momotidae;Baryphthengus martii;165;17;21;163;17;5;166;15;4;165;18;12
Aves;Coraciiformes;Momotidae;Momotus subrufescens;100;12;33;102;8;7;113;9;9;93;8;17
Aves;Coraciiformes;Momotidae;Momotus momota;111;15;26;117;13;14;108;16;9;97;8;3
Aves;Coraciiformes;Momotidae;Momotus aequatorialis;153;20;28;145;20;7;138;35;2;158;16;19
Aves;Coraciiformes;Alcedinidae;Megaceryle torquata;300;13;9;293;1;3;296;9;4;319;11;2
Aves;Coraciiformes;Alcedinidae;Chloroceryle amazona;113;16;15;118;10;8;107;19;7;;;
Aves;Coraciiformes;Alcedinidae;Chloroceryle aenea;13;1;47;13;1;15;12;1;26;14;1;6
Aves;Coraciiformes;Alcedinidae;Chloroceryle americana;30;5;27;32;6;11;28;5;14;31;1;2
Aves;Coraciiformes;Alcedinidae;Chloroceryle inda;52;4;18;52;4;12;50;3;5;56;0;1
Aves;Galbuliformes;Galbulidae;Brachygalba lugubris;14;2;6;16;1;3;12;0;1;14;2;2
Aves;Galbuliformes;Galbulidae;Brachygalba goeringi;17;1;2;;;;17;0;1;18;0;1
Aves;Galbuliformes;Galbulidae;Brachygalba salmoni;18;0;1;;;;18;0;1;;;
Aves;Galbuliformes;Galbulidae;Galbula albirostris;22;1;7;22;1;3;22;1;3;21;0;1
Aves;Galbuliformes;Galbulidae;Galbula ruficauda;24;1;42;24;2;18;25;1;16;24;1;8
Aves;Galbuliformes;Galbulidae;Galbula galbula;22;2;5;22;2;3;21;1;2;;;
Aves;Galbuliformes;Galbulidae;Galbula tombacea;25;0;1;25;0;1;;;;;;
Aves;Galbuliformes;Galbulidae;Galbula pastazae;33;0;1;;;;33;0;1;;;
Aves;Galbuliformes;Galbulidae;Galbula leucogastra;17;1;5;16;0;2;17;1;3;;;
Aves;Galbuliformes;Galbulidae;Galbula dea;33;0;1;33;0;1;;;;;;
Aves;Galbuliformes;Galbulidae;Jacamerops aureus;63;0;1;;;;63;0;1;;;
Aves;Galbuliformes;Bucconidae;Notharchus hyperrhynchus;106;4;4;104;3;3;110;0;1;;;
Aves;Galbuliformes;Bucconidae;Notharchus ordii;59;3;2;62;0;1;56;0;1;;;
Aves;Galbuliformes;Bucconidae;Notharchus tectus;25;1;5;25;1;4;;;;25;0;1
Aves;Galbuliformes;Bucconidae;Bucco tamatia;38;2;6;39;2;4;37;2;2;;;
Aves;Galbuliformes;Bucconidae;Bucco noanamae;43;3;12;45;2;6;41;2;5;41;0;1
Aves;Galbuliformes;Bucconidae;Bucco capensis;49;4;3;48;5;2;50;0;1;;;
Aves;Galbuliformes;Bucconidae;Nystalus radiatus;49;7;2;;;;49;7;2;;;
Aves;Galbuliformes;Bucconidae;Hypnelus ruficollis;46;7;19;52;4;4;47;4;3;43;6;12
Aves;Galbuliformes;Bucconidae;Malacoptila fusca;41;3;7;40;0;2;38;1;2;44;1;3
Aves;Galbuliformes;Bucconidae;Malacoptila panamensis;43;6;54;42;3;14;42;7;16;44;7;24
Aves;Galbuliformes;Bucconidae;Malacoptila fulvogularis;52;0;1;52;0;1;;;;;;
Aves;Galbuliformes;Bucconidae;Malacoptila mystacalis;53;5;38;50;3;8;50;3;6;55;5;24
Aves;Galbuliformes;Bucconidae;Micromonacha lanceolata;23;4;2;20;0;1;;;;27;0;1
Aves;Galbuliformes;Bucconidae;Nonnula rubecula;21;5;4;22;6;3;18;0;1;;;
Aves;Galbuliformes;Bucconidae;Nonnula brunnea;16;0;1;16;0;1;;;;;;
Aves;Galbuliformes;Bucconidae;Nonnula frontalis;16;1;21;17;1;4;15;1;3;16;1;14
Aves;Galbuliformes;Bucconidae;Monasa nigrifrons;79;22;3;95;0;1;72;23;2;;;
Aves;Galbuliformes;Bucconidae;Monasa morphoeus;86;16;7;93;18;3;81;15;3;80;0;1
Aves;Galbuliformes;Bucconidae;Monasa flavirostris;55;15;2;70;0;1;40;0;1;;;
Aves;Galbuliformes;Bucconidae;Chelidoptera tenebrosa;34;2;12;34;2;5;34;1;5;33;1;2
Aves;Piciformes;Capitonidae;Capito aurovirens;49;3;3;49;0;1;53;0;1;45;0;1
Aves;Piciformes;Capitonidae;Capito maculicoronatus;53;4;6;53;5;3;53;3;3;;;
Aves;Piciformes;Capitonidae;Capito hypoleucus;67;0;1;;;;;;;67;0;1
Aves;Piciformes;Capitonidae;Capito auratus;55;8;7;55;11;3;58;6;3;50;0;1
Aves;Piciformes;Capitonidae;Eubucco richardsoni;26;0;1;26;0;1;;;;;;
Aves;Piciformes;Capitonidae;Eubucco bourcierii;39;3;22;39;3;8;40;2;10;39;4;4
Aves;Piciformes;Semnornithidae;Semnornis ramphastinus;52;37;2;15;0;1;;;;88;0;1
Aves;Piciformes;Ramphastidae;Ramphastos ambiguus;539;23;7;538;26;5;541;11;2;;;
Aves;Piciformes;Ramphastidae;Ramphastos tucanus;712;128;9;550;0;1;739;128;7;680;0;1
Aves;Piciformes;Ramphastidae;Ramphastos sulfuratus;353;0;1;353;0;1;;;;;;
Aves;Piciformes;Ramphastidae;Ramphastos brevis;437;0;1;;;;437;0;1;;;
Aves;Piciformes;Ramphastidae;Ramphastos vitellinus;378;36;9;348;21;3;393;30;4;392;37;2
Aves;Piciformes;Ramphastidae;Aulacorhynchus prasinus;166;19;33;159;15;8;167;20;19;173;16;6
Aves;Piciformes;Ramphastidae;Aulacorhynchus haematopygus;202;27;21;195;11;5;233;16;4;194;28;12
Aves;Piciformes;Ramphastidae;Andigena hypoglauca;331;21;3;;;;342;18;2;310;0;1
Aves;Piciformes;Ramphastidae;Andigena laminirostris;278;42;2;278;42;2;;;;;;
Aves;Piciformes;Ramphastidae;Andigena nigrirostris;332;60;8;264;37;3;361;10;2;382;25;3
Aves;Piciformes;Ramphastidae;Selenidera spectabilis;305;95;2;210;0;1;400;0;1;;;
Aves;Piciformes;Ramphastidae;Selenidera reinwardtii;163;12;3;160;0;1;165;15;2;;;
Aves;Piciformes;Ramphastidae;Selenidera nattereri;142;0;1;;;;142;0;1;;;
Aves;Piciformes;Ramphastidae;Pteroglossus inscriptus;95;5;2;;;;95;5;2;;;
Aves;Piciformes;Ramphastidae;Pteroglossus torquatus;211;18;20;208;16;10;217;21;6;209;13;4
Aves;Piciformes;Ramphastidae;Pteroglossus pluricinctus;240;40;2;240;40;2;;;;;;
Aves;Piciformes;Ramphastidae;Pteroglossus azara;143;20;9;146;21;5;139;17;4;;;
Aves;Piciformes;Picidae;Picumnus pumilus;9;1;5;10;0;1;8;1;4;;;
Aves;Piciformes;Picidae;Picumnus lafresnayi;9;0;2;9;0;1;9;0;1;;;
Aves;Piciformes;Picidae;Picumnus squamulatus;10;0;50;10;0;11;11;0;12;10;0;27
Aves;Piciformes;Picidae;Picumnus olivaceus;10;1;13;10;0;4;10;1;9;;;
Aves;Piciformes;Picidae;Picumnus cinnamomeus;13;1;7;13;1;4;12;0;2;12;0;1
Aves;Piciformes;Picidae;Melanerpes formicivorus;68;5;2;68;5;2;;;;;;
Aves;Piciformes;Picidae;Melanerpes cruentatus;57;2;3;60;0;1;55;1;2;;;
Aves;Piciformes;Picidae;Melanerpes pulcher;58;0;1;;;;58;0;1;;;
Aves;Piciformes;Picidae;Melanerpes pucherani;418;0;1;;;;418;0;1;;;
Aves;Piciformes;Picidae;Melanerpes rubricapillus;47;5;25;45;4;8;49;4;12;45;4;5
Aves;Piciformes;Picidae;Picoides fumigatus;40;3;31;38;2;4;41;3;19;39;3;8
Aves;Piciformes;Picidae;Veniliornis kirkii;28;2;15;27;2;6;30;2;8;26;0;1
Aves;Piciformes;Picidae;Veniliornis passerinus;26;2;5;24;0;1;27;2;2;27;1;2
Aves;Piciformes;Picidae;Veniliornis dignus;35;3;6;30;0;1;36;3;4;38;0;1
Aves;Piciformes;Picidae;Veniliornis nigriceps;26;12;3;13;0;1;33;9;2;;;
Aves;Piciformes;Picidae;Veniliornis affinis;33;6;3;;;;30;0;1;35;7;2
Aves;Piciformes;Picidae;Campephilus pollens;189;11;4;186;9;2;192;13;2;;;
Aves;Piciformes;Picidae;Campephilus haematogaster;222;31;3;212;33;2;;;;242;0;1
Aves;Piciformes;Picidae;Campephilus rubricollis;226;11;2;237;0;1;215;0;1;;;
Aves;Piciformes;Picidae;Campephilus melanoleucos;230;20;11;222;26;5;237;9;6;;;
Aves;Piciformes;Picidae;Dryocopus lineatus;189;17;10;191;8;3;197;16;5;168;5;2
Aves;Piciformes;Picidae;Celeus loricatus;73;3;8;75;2;3;70;2;3;72;0;2
Aves;Piciformes;Picidae;Celeus grammicus;67;8;4;78;0;1;67;1;2;55;0;1
Aves;Piciformes;Picidae;Celeus flavus;108;8;2;;;;108;8;2;;;
Aves;Piciformes;Picidae;Celeus elegans;132;7;8;133;8;6;130;3;2;;;
Aves;Piciformes;Picidae;Piculus flavigula;64;10;5;70;0;1;62;11;4;;;
Aves;Piciformes;Picidae;Piculus chrysochloros;90;0;2;;;;90;0;2;;;
Aves;Piciformes;Picidae;Colaptes rubiginosus;77;2;14;77;2;5;78;3;8;79;0;1
Aves;Piciformes;Picidae;Colaptes rivolii;102;8;12;100;8;8;98;3;2;111;1;2
Aves;Piciformes;Picidae;Colaptes punctigula;59;10;23;54;12;10;63;5;9;60;9;4
Aves;Falconiformes;Falconidae;Herpetotheres cachinnans;573;42;7;542;10;3;597;41;4;;;
Aves;Falconiformes;Falconidae;Micrastur ruficollis;169;16;12;196;0;1;161;20;4;169;10;7
Aves;Falconiformes;Falconidae;Micrastur gilvicollis;195;8;3;185;0;1;200;5;2;;;
Aves;Falconiformes;Falconidae;Micrastur mirandollei;675;0;1;675;0;1;;;;;;
Aves;Falconiformes;Falconidae;Micrastur semitorquatus;632;48;3;;;;632;48;3;;;
Aves;Falconiformes;Falconidae;Caracara cheriway;1072;62;3;1115;15;2;987;0;1;;;
Aves;Falconiformes;Falconidae;Ibycter americanus;575;85;7;689;0;1;556;77;6;;;
Aves;Falconiformes;Falconidae;Daptrius ater;390;34;7;423;8;3;376;20;3;336;0;1
Aves;Falconiformes;Falconidae;Milvago chimachima;297;83;11;315;99;6;297;60;3;246;1;2
Aves;Falconiformes;Falconidae;Falco sparverius;91;12;5;83;6;3;97;0;1;112;0;1
Aves;Falconiformes;Falconidae;Falco rufigularis;126;17;3;;;;126;17;3;;;
Aves;Falconiformes;Falconidae;Falco femoralis;213;9;3;;;;213;9;3;;;
Aves;Psittaciformes;Psittacidae;Touit huetii;66;4;4;70;1;2;62;1;2;;;
Aves;Psittaciformes;Psittacidae;Touit purpuratus;64;0;1;64;0;1;;;;;;
Aves;Psittaciformes;Psittacidae;Bolborhynchus lineola;49;0;1;;;;;;;49;0;1
Aves;Psittaciformes;Psittacidae;Bolborhynchus ferrugineifrons;64;0;3;64;0;1;;;;65;1;2
Aves;Psittaciformes;Psittacidae;Brotogeris sanctithomae;25;4;7;24;1;4;27;6;3;;;
Aves;Psittaciformes;Psittacidae;Brotogeris versicolurus;66;0;1;66;0;1;;;;;;
Aves;Psittaciformes;Psittacidae;Brotogeris jugularis;58;4;16;56;2;5;60;3;6;55;5;5
Aves;Psittaciformes;Psittacidae;Brotogeris cyanoptera;66;11;15;61;10;6;71;11;7;60;10;2
Aves;Psittaciformes;Psittacidae;Hapalopsittaca amazonina;118;3;2;120;0;1;115;0;1;;;
Aves;Psittaciformes;Psittacidae;Pyrilia pulchra;124;0;1;124;0;1;;;;;;
Aves;Psittaciformes;Psittacidae;Pyrilia pyrilia;120;17;2;120;17;2;;;;;;
Aves;Psittaciformes;Psittacidae;Pyrilia barrabandi;193;12;6;;;;193;12;6;;;
Aves;Psittaciformes;Psittacidae;Pionus tumultuosus;295;5;2;;;;300;0;1;290;0;1
Aves;Psittaciformes;Psittacidae;Pionus menstruus;219;51;8;207;44;4;232;55;4;;;
Aves;Psittaciformes;Psittacidae;Pionus chalcopterus;320;0;1;320;0;1;;;;;;
Aves;Psittaciformes;Psittacidae;Graydidascalus brachyurus;195;5;2;190;0;1;200;0;1;;;
Aves;Psittaciformes;Psittacidae;Amazona festiva;380;20;2;380;20;2;;;;;;
Aves;Psittaciformes;Psittacidae;Amazona autumnalis;463;76;3;357;0;1;516;16;2;;;
Aves;Psittaciformes;Psittacidae;Amazona ochrocephala;336;88;11;299;56;5;418;67;2;342;101;4
Aves;Psittaciformes;Psittacidae;Amazona farinosa;664;36;8;672;29;4;657;40;4;;;
Aves;Psittaciformes;Psittacidae;Amazona amazonica;438;33;3;;;;396;0;1;459;19;2
Aves;Psittaciformes;Psittacidae;Forpus modestus;21;1;4;;;;21;1;4;;;
Aves;Psittaciformes;Psittacidae;Forpus xanthopterygius;20;4;2;20;4;2;;;;;;
Aves;Psittaciformes;Psittacidae;Forpus passerinus;21;1;2;20;0;1;22;0;1;;;
Aves;Psittaciformes;Psittacidae;Forpus conspicillatus;24;4;13;23;3;3;23;4;6;26;3;4
Aves;Psittaciformes;Psittacidae;Pionites melanocephalus;138;14;5;140;8;3;155;0;1;116;0;1
Aves;Psittaciformes;Psittacidae;Deroptyus accipitrinus;313;7;2;;;;320;0;1;306;0;1
Aves;Psittaciformes;Psittacidae;Pyrrhura viridicata;82;0;1;;;;82;0;1;;;
Aves;Psittaciformes;Psittacidae;Pyrrhura melanura;74;3;6;74;3;4;75;0;2;;;
Aves;Psittaciformes;Psittacidae;Pyrrhura calliptera;88;2;3;85;0;1;89;1;2;;;
Aves;Psittaciformes;Psittacidae;Eupsittula pertinax;77;7;13;77;5;6;75;6;5;84;9;2
Aves;Psittaciformes;Psittacidae;Ara ararauna;985;152;3;911;135;2;1134;0;1;;;
Aves;Psittaciformes;Psittacidae;Ara ambiguus;858;345;3;742;372;2;1089;0;1;;;
Aves;Psittaciformes;Psittacidae;Ara macao;1228;144;5;1127;96;3;1380;0;2;;;
Aves;Psittaciformes;Psittacidae;Ara chloropterus;1147;92;4;1177;27;2;1117;120;2;;;
Aves;Psittaciformes;Psittacidae;Ara severus;337;34;7;335;38;5;340;20;2;;;
Aves;Psittaciformes;Psittacidae;Leptosittaca branickii;155;5;2;150;0;1;159;0;1;;;
Aves;Psittaciformes;Psittacidae;Psittacara wagleri;196;14;2;196;14;2;;;;;;
Aves;Psittaciformes;Psittacidae;Psittacara leucophthalmus;169;0;1;;;;169;0;1;;;
Aves;Passeriformes;Thamnophilidae;Euchrepomis callinota;8;0;1;;;;8;0;1;;;
Aves;Passeriformes;Thamnophilidae;Euchrepomis spodioptila;5;0;1;;;;;;;5;0;1
Aves;Passeriformes;Thamnophilidae;Cymbilaimus lineatus;38;7;3;;;;38;7;3;;;
Aves;Passeriformes;Thamnophilidae;Taraba major;63;5;13;65;8;4;63;3;9;;;
Aves;Passeriformes;Thamnophilidae;Sakesphorus canadensis;25;3;22;26;3;11;24;3;11;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus doliatus;28;2;12;28;2;7;27;2;5;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus multistriatus;26;2;6;27;2;4;25;0;1;25;0;1
Aves;Passeriformes;Thamnophilidae;Thamnophilus tenuepunctatus;26;2;3;26;3;2;26;0;1;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus atrinucha;21;2;98;21;2;37;22;2;46;21;2;15
Aves;Passeriformes;Thamnophilidae;Thamnophilus schistaceus;20;1;6;20;0;4;20;1;2;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus murinus;16;1;8;16;0;1;16;1;6;17;0;1
Aves;Passeriformes;Thamnophilidae;Thamnophilus nigriceps;23;3;25;24;2;12;23;3;13;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus praecox;28;1;2;27;0;1;28;0;1;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus nigrocinereus;27;2;30;26;3;10;27;2;20;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus punctatus;19;2;9;21;2;3;19;1;6;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus unicolor;23;2;40;23;2;14;23;2;26;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus aethiops;24;1;6;24;1;3;23;0;3;;;
Aves;Passeriformes;Thamnophilidae;Thamnophilus melanonotus;22;2;4;21;2;3;;;;25;0;1
Aves;Passeriformes;Thamnophilidae;Thamnophilus amazonicus;17;2;18;17;2;10;17;1;8;;;
Aves;Passeriformes;Thamnophilidae;Megastictus margaritatus;20;1;4;19;0;1;21;0;3;;;
Aves;Passeriformes;Thamnophilidae;Neoctantes niger;29;0;1;;;;29;0;1;;;
Aves;Passeriformes;Thamnophilidae;Thamnistes anabatinus;21;0;5;21;0;1;21;0;1;21;0;3
