popsize,av.wlksp
2157695,1.36000001430511
505875,1.46000003814697
268309,1.46000003814697
185669,1.38999998569489
175000,1.44000005722046
89146,1.36000001430511
66694,1.35000002384186
34566,1.39999997615814
23653,1.4099999666214
18879,1.35000002384186
12084,1.33000004291534
10021,1.48000001907349
8830,1.27999997138977
5200,1.22000002861023
